signal,type,year,horizon,n,coef,hac_tstat,hac_pvalue,spearman_ic,n1,n0,mean_1,mean_0,spread_1_minus_0
BB02,binary,2020,10,230,-0.04109804977857745,-1.336912746324421,0.18125111968672725,-0.07474172284005794,3.0,227.0,-0.03129327984789517,0.009804769930682295,-0.041098049778577464
BB02,binary,2021,10,171,0.009361221611353759,1.3011446164864027,0.19320895835409158,0.09092256873521844,4.0,167.0,0.011220456789754002,0.0018592351784002424,0.009361221611353759
BB02,binary,2018,20,227,0.009207067994457193,0.39142613502089546,0.6954822773041367,0.029629063836217814,9.0,218.0,0.01895190096457935,0.009744832970122172,0.00920706799445718
BB02,binary,2019,20,228,0.012448127551764016,0.9569428776351486,0.3385960876210443,0.08550473239920013,18.0,210.0,0.009474573087048879,-0.002973554464715138,0.012448127551764016
BB02,binary,2020,20,230,0.00580105753044637,0.13759638191315873,0.8905594151449028,-0.00490582736788025,3.0,227.0,0.024192497735706087,0.018391440205259738,0.005801057530446348
BB02,binary,2021,20,161,0.013640389801043883,1.3557099667625325,0.17519146700524135,0.09015350202744851,4.0,157.0,0.017661200796991294,0.004020810995947411,0.013640389801043883
BB03,binary,2018,1,227,-0.00020811545792272443,-0.09186874598402522,0.9268023235130701,-0.0002227870681286897,23.0,204.0,0.0005661490370984585,0.0007742644950211836,-0.00020811545792272517
BB03,binary,2019,1,228,-0.00043025708932691405,-0.2509778661057296,0.8018312218910935,-0.029369447249235636,37.0,191.0,-0.0006064035424716233,-0.0001761464531447103,-0.000430257089326913
BB03,binary,2020,1,230,-0.00457124994508247,-2.204591217991298,0.02748279257371402,-0.119252136752776,29.0,201.0,-0.0035582526134830396,0.0010129973315994272,-0.004571249945082467
BB03,binary,2021,1,180,-0.0026915656294504427,-1.9315902753461334,0.053410097085824886,-0.11651158869997644,9.0,171.0,-0.0021945737676143137,0.0004969918618361291,-0.0026915656294504427
BB03,binary,2018,3,227,0.0018636787825520645,0.12994309264626255,0.8966114502963485,-0.11540370129066127,23.0,204.0,0.004035001065014836,0.0021713222824627653,0.001863678782552071
BB03,binary,2019,3,228,-0.004117326668561805,-0.3316484914377269,0.7401546990655323,-0.015995052809583715,37.0,191.0,-0.002795035577349545,0.0013222910912122636,-0.0041173266685618085
BB03,binary,2020,3,230,-0.0052319057951828694,-0.5303873641816111,0.5958433850477054,-0.10425931228096297,29.0,201.0,-0.001959600057062167,0.0032723057381206996,-0.005231905795182867
BB03,binary,2021,3,178,-0.005938334367145917,-0.599035983582011,0.5491488892174565,-0.06162824847767622,9.0,169.0,-0.004780220966599247,0.0011581134005466706,-0.005938334367145918
BB03,binary,2018,5,227,0.003013910905765898,0.16536197410963438,0.8686590818537879,-0.03831937571813464,23.0,204.0,0.00680695077429885,0.003793039868532947,0.0030139109057659027
BB03,binary,2019,5,228,-0.0043517346772219325,-0.2986153503653556,0.7652335516788087,-0.0033435986099129796,37.0,191.0,-0.002798220217453291,0.001553514459768639,-0.00435173467722193
BB03,binary,2020,5,230,-0.016883464632324673,-1.5495717917017668,0.1212443278163997,-0.1255649049514341,29.0,201.0,-0.010101160841207395,0.00678230379111726,-0.016883464632324655
BB03,binary,2021,5,176,-0.0027797155220643187,-0.33919915935427314,0.7344597025053352,-0.0337619187597312,9.0,167.0,-0.0017437624517851037,0.0010359530702792115,-0.0027797155220643153
BB03,binary,2018,10,227,-0.012299744985774701,-0.7850515482037901,0.43242334589568066,-0.08020334452632832,23.0,204.0,-0.005630231818461934,0.006669513167312772,-0.012299744985774706
BB03,binary,2019,10,228,-0.01172247433581378,-1.0522573436911196,0.292681496617446,-0.07093851104815377,37.0,191.0,-0.008810194430511255,0.002912279905302524,-0.01172247433581378
BB03,binary,2020,10,230,-0.022396279473580614,-1.6892866327038627,0.09116451379227546,-0.10642932634925167,29.0,201.0,-0.010303692345515241,0.01209258712806536,-0.022396279473580603
BB03,binary,2021,10,171,-0.01685562325800472,-2.8042125286894137,0.005043964476764725,-0.11512851707929676,9.0,162.0,-0.013890274069268472,0.0029653491887362514,-0.016855623258004722
BB03,binary,2018,20,227,-0.026468633044744054,-2.0484064924780596,0.04052018590610773,-0.16508521748335908,23.0,204.0,-0.01367691825973542,0.012791714785008637,-0.026468633044744058
BB03,binary,2019,20,228,0.0109012882289947,0.5813234013349889,0.5610225117039854,0.08142114452788095,37.0,191.0,0.007141411972432851,-0.0037598762565618574,0.010901288228994707
BB03,binary,2020,20,230,-0.01615936123082196,-1.492151001534653,0.13565956414812644,-0.13542860526183742,29.0,201.0,0.004345229619155947,0.020504590849977893,-0.016159361230821945
BB03,binary,2021,20,161,0.005637790079695679,0.4838587414946549,0.6284861230657814,0.09525009525014287,6.0,155.0,0.009787388769593416,0.00414959868989773,0.005637790079695686
BB04,binary,2018,1,227,0.0012784445652237635,0.28269786026249716,0.7774084566335191,0.06155338123355364,17.0,210.0,0.0019358799274650947,0.0006574353622413304,0.0012784445652237642
BB04,binary,2019,1,228,0.0004660357792338667,0.29461800610306765,0.7682857055218418,0.0199093730148619,51.0,177.0,0.000115822058343443,-0.0003502137208904255,0.0004660357792338685
BB04,binary,2020,1,230,5.366909626869272e-05,0.021448943062371786,0.9828875316139836,0.0025017473659812318,8.0,222.0,0.0004884246836179412,0.0004347555873492487,5.366909626869251e-05
BB04,binary,2021,1,180,-0.00025156798899314146,-0.1556015946490764,0.8763470679063294,-0.05554530052028879,10.0,170.0,0.00012482159075897226,0.0003763895797521148,-0.00025156798899314255
BB04,binary,2018,3,227,0.01853990647109092,1.4152192054184296,0.1570042352002713,0.08121981424178445,17.0,210.0,0.01951160849800372,0.0009717020269127717,0.01853990647109095
BB04,binary,2019,3,228,0.00849761346624984,0.9173056466282057,0.35898249929126125,0.03286245907272386,51.0,177.0,0.00725095993677997,-0.0012466535294698828,0.008497613466249852
BB04,binary,2020,3,230,-0.0012460500173894842,-0.07456193461083922,0.9405632615597739,0.03788360297057294,8.0,222.0,0.0014099215123782316,0.0026559715297677115,-0.00124605001738948
BB04,binary,2021,3,178,0.004818362795156735,1.11439032177769,0.2651117735055861,0.039051681615986496,8.0,170.0,0.005459667703200222,0.0006413049080434842,0.004818362795156737
BB04,binary,2018,5,227,0.029178805230737494,1.7086878267240255,0.08750879021515098,0.13894207216204638,17.0,210.0,0.03109202246451312,0.0019132172337755797,0.02917880523073754
BB04,binary,2019,5,228,0.019509146848929754,1.4773428664415402,0.1395837528169764,0.0953890843643785,51.0,177.0,0.01599257064048512,-0.0035165762084446487,0.01950914684892977
BB04,binary,2020,5,230,-0.0026167148149629795,-0.1704582920490917,0.8646497324062921,-0.015367876676741854,8.0,222.0,0.002127820472599018,0.004744535287561993,-0.0026167148149629747
BB04,binary,2021,5,176,0.021081081740477552,6.8678305039162995,6.518560374539839e-12,0.24651586305988601,6.0,170.0,0.021256217025862223,0.00017513528538464152,0.02108108174047758
BB04,binary,2018,10,227,0.037676259946026726,2.5112059095154398,0.012031949253379018,0.17597626419053303,17.0,210.0,0.04027797331706079,0.002601713371034036,0.037676259946026754
BB04,binary,2019,10,228,0.00845119173295886,0.7214126227087642,0.47065568264373137,0.05668974083348227,51.0,177.0,0.007570742125954324,-0.000880449607004547,0.008451191732958871
BB04,binary,2020,10,230,-0.019225862668925685,-2.0089722844613154,0.04454007308775533,-0.04360188266424433,8.0,222.0,-0.009288428599044787,0.009937434069880874,-0.01922586266892566
BB04,binary,2021,10,171,0.00569205744553208,1.1592218131638468,0.2463657822650207,0.06309724792217948,6.0,165.0,0.0075705472541792345,0.001878489808647158,0.005692057445532077
BB04,binary,2018,20,227,0.011170121069556024,0.6620303936684341,0.5079517431979161,0.07534542516140384,17.0,210.0,0.02044346308711284,0.009273342017556804,0.011170121069556036
BB04,binary,2019,20,228,0.010705792759024592,0.8666878234848572,0.38611307891068436,0.09586882829244747,51.0,177.0,0.006320268404930069,-0.004385524354094535,0.010705792759024604
BB04,binary,2020,20,230,-0.0017725694243072502,-0.12703601309001045,0.8989118951221902,-0.0167974466001597,8.0,222.0,0.016756191337412477,0.01852876076171973,-0.0017725694243072541
BB04,binary,2021,20,161,0.01275506417854935,3.2905595261598353,0.0009998834415545573,0.1594557150113503,6.0,155.0,0.016639422839918372,0.003884358661369022,0.012755064178549349
BB05,binary,2018,1,227,-3.51467689154087e-05,-0.023761719486023476,0.9810426748460755,0.018351513381021978,88.0,139.0,0.0007316563169971114,0.0007668030859125194,-3.514676891540802e-05
BB05,binary,2019,1,228,-0.0020863489959452807,-1.4376253079163799,0.1505403961758588,-0.12222529320979376,98.0,130.0,-0.001435553829363931,0.0006507951665813502,-0.002086348995945281
BB05,binary,2020,1,230,0.0006735744022006485,0.4684308438774887,0.6394765152206716,-0.005962704930882132,111.0,119.0,0.0007851238770537126,0.0001115494748530642,0.0006735744022006485
BB05,binary,2021,1,180,-5.427211616862047e-05,-0.06697214272561423,0.9466038802793787,-0.0011927851631464616,105.0,75.0,0.0003398001986266814,0.00039407231479530254,-5.427211616862112e-05
BB05,binary,2018,3,227,0.003453982027836841,0.5673374822064239,0.5704849159963434,0.0711983526662206,88.0,139.0,0.004475146572630251,0.0010211645447934048,0.003453982027836846
BB05,binary,2019,3,228,-0.014836031117412291,-2.053486014260811,0.04002546477802789,-0.18926075137992293,98.0,130.0,-0.007805012119315745,0.007031018998096555,-0.0148360311174123
BB05,binary,2020,3,230,0.010555162918814578,1.5105221123706771,0.13091025141323684,0.11289824830670234,111.0,119.0,0.00807378016976692,-0.0024813827490476497,0.01055516291881457
BB05,binary,2021,3,178,-0.0028271291132721844,-0.8490056833434926,0.3958781298341213,-0.041234934468485335,105.0,73.0,-0.00030158005211165914,0.0025255490611605248,-0.002827129113272184
BB05,binary,2018,5,227,0.005487481370476438,0.6188727553388963,0.5360001879040814,0.03380541938609312,88.0,139.0,0.007458589918439737,0.001971108547963294,0.005487481370476444
BB05,binary,2019,5,228,-0.016348982069121734,-1.689773173217627,0.09107135800783121,-0.14187825885806454,98.0,130.0,-0.008474476119367491,0.007874505949754248,-0.01634898206912174
BB05,binary,2020,5,230,0.00861883125687268,0.8292928961842719,0.4069386896568793,0.08590226554270852,111.0,119.0,0.009112827466032184,0.0004939962091595145,0.00861883125687267
BB05,binary,2021,5,176,-0.0029180047273124144,-0.663233117394909,0.507181264330234,-0.08126820656296037,105.0,71.0,-0.00028334110777624447,0.00263466361953617,-0.0029180047273124144
BB05,binary,2018,10,227,-0.0022558439732656282,-0.16540635330793654,0.8686241533389589,0.010072635164019583,88.0,139.0,0.00404195172697471,0.0062977957002403355,-0.0022558439732656256
BB05,binary,2019,10,228,-0.005459913420122803,-0.45156338783198596,0.6515835505464092,-0.070804520075277,98.0,130.0,-0.0021031599852285063,0.003356753434894302,-0.005459913420122808
BB05,binary,2020,10,230,0.017572076149830706,1.4362244603866041,0.1509384809105728,0.15876520931348795,111.0,119.0,0.01836034781109152,0.0007882716612608179,0.017572076149830702
BB05,binary,2021,10,171,-0.001836876108646767,-0.3227172658159779,0.7469093749902429,-0.07008544082715171,105.0,66.0,0.0013692413963811098,0.003206117505027878,-0.0018368761086467683
BB05,binary,2018,20,227,-0.009392175005884617,-0.5157036609656918,0.6060613973128481,-0.04663768062244684,88.0,139.0,0.0043587152878849615,0.013750890293769573,-0.009392175005884611
BB05,binary,2019,20,228,-0.00821615098878568,-0.5344795910183313,0.5930097659603323,-0.12559052705367574,98.0,130.0,-0.006675455046339641,0.001540695942446043,-0.008216150988785684
BB05,binary,2020,20,230,0.004636714501032317,0.3892225988791997,0.6971114874548475,0.07607363104125445,111.0,119.0,0.02086610193662576,0.016229387435593445,0.0046367145010323164
BB05,binary,2021,20,161,-0.008428418830676786,-1.4561468474401582,0.14535202935691183,-0.24516610769896122,101.0,60.0,0.0012186770168391375,0.00964709584751593,-0.008428418830676793
BB06,continuous,2018,1,227,0.00017861830577548093,0.1240256519926953,0.9012949645163648,-0.02764500837350892,,,,,
BB06,continuous,2019,1,228,-0.0003532784519849237,-0.33560528495604747,0.7371685381220223,-0.007673561295848745,,,,,
BB06,continuous,2020,1,230,-0.0017317662210575534,-1.5093547280490802,0.13120815580621886,-0.07286880577178659,,,,,
BB06,continuous,2021,1,180,-0.001355734543750407,-2.0701889158317335,0.03843465683961238,-0.14211557049888734,,,,,
BB06,continuous,2018,3,227,0.004310561623008979,0.8528098787110672,0.39376474477190493,0.014440748407274821,,,,,
BB06,continuous,2019,3,228,-0.004838672268756755,-0.8867856127582794,0.3751943349685377,-0.0259234547326707,,,,,
BB06,continuous,2020,3,230,-0.001120596285235761,-0.1592481629098524,0.8734733594705102,-0.07382748256110701,,,,,
BB06,continuous,2021,3,178,0.0009911563326561157,0.2847564224973694,0.7758307603502153,-0.08121575204923652,,,,,
BB06,continuous,2018,5,227,0.0062620858803285615,0.9014282809132597,0.36736065030423193,0.06194755783039727,,,,,
BB06,continuous,2019,5,228,-0.011257682298081245,-1.371725983030278,0.17014875659822437,-0.09490349577847819,,,,,
BB06,continuous,2020,5,230,9.802808499895693e-06,0.0010550695972385853,0.9991581764139732,-0.051115127515355345,,,,,
BB06,continuous,2021,5,176,-0.00243677803019458,-0.5593854287667122,0.5758987036766443,-0.15624045577839468,,,,,
BB06,continuous,2018,10,227,-0.002770046466050526,-0.3550372827706212,0.7225616606892207,-0.020152196260248008,,,,,
BB06,continuous,2019,10,228,-0.004411548466451605,-0.420718123161023,0.6739609256773287,-0.02392887553319557,,,,,
BB06,continuous,2020,10,230,-0.0019212149165044243,-0.1792564920628053,0.8577363077514937,-0.07240327547903018,,,,,
BB06,continuous,2021,10,171,-0.0020071472379356897,-0.5075824462995698,0.6117462035525961,-0.058693965664664643,,,,,
BB06,continuous,2018,20,227,-0.006043025581584264,-0.6342511820489046,0.525916910230247,-0.1482349545167996,,,,,
BB06,continuous,2019,20,228,-0.0003323650709497795,-0.033655789737366264,0.9731516336611938,0.008473417929140803,,,,,
BB06,continuous,2020,20,230,-0.00506257284817721,-0.5332229019436477,0.593879289883002,-0.11621342394078296,,,,,
BB06,continuous,2021,20,161,-0.00236660441387759,-0.7009392787088946,0.4833409103863584,-0.07455003058866559,,,,,
BB07,continuous,2018,1,227,0.01196609487798174,0.06601861452619573,0.9473630055351843,-0.03158693119970325,,,,,
BB07,continuous,2019,1,228,0.17600075040084828,1.0609026198395144,0.2887341585587395,0.12125840391981643,,,,,
BB07,continuous,2020,1,230,0.25539680401312626,1.7358522117470094,0.0825899694071045,0.11847169126669047,,,,,
BB07,continuous,2021,1,180,-0.010704633483106962,-0.029287337348809072,0.9766354259033856,-0.0009558124511167083,,,,,
BB07,continuous,2018,3,227,-0.6081787448807117,-0.7223930578959482,0.47005285380047446,-0.10052425174749491,,,,,
BB07,continuous,2019,3,228,1.0802700552779345,1.163733461557744,0.24453204450318788,0.09307950743888216,,,,,
BB07,continuous,2020,3,230,0.18962329223937335,0.2787482940483654,0.7804379975013351,0.06713436934210103,,,,,
BB07,continuous,2021,3,178,-0.40967586274266565,-0.3740781326960309,0.7083461871831874,-0.09588714630776055,,,,,
BB07,continuous,2018,5,227,-1.1815637107147778,-0.9738414497823471,0.33013526882675803,-0.13467100993077108,,,,,
BB07,continuous,2019,5,228,1.6409571233140987,1.2592909985225746,0.20792524334122475,0.11547459973580419,,,,,
BB07,continuous,2020,5,230,0.4798778185866556,0.42956511190536173,0.6675120201910762,0.07676261377064333,,,,,
BB07,continuous,2021,5,176,-1.0304375243315362,-0.710309863132422,0.47751200481634826,-0.06463503155362131,,,,,
BB07,continuous,2018,10,227,-1.283682492983938,-0.8674238120362685,0.38570983955930693,-0.12478874399659295,,,,,
BB07,continuous,2019,10,228,1.4589461756741149,1.0539608505788975,0.29190084142632455,0.13497146192738965,,,,,
BB07,continuous,2020,10,230,0.999186133195157,0.7013471834094542,0.4830863746360977,0.05726941331113602,,,,,
BB07,continuous,2021,10,171,-1.2799223699277165,-0.6438486371679352,0.5196735910876963,-0.07196523782494138,,,,,
BB07,continuous,2018,20,227,-2.8138896015583352,-1.5415130046802024,0.12319198032270091,-0.19740113478693297,,,,,
BB07,continuous,2019,20,228,1.3115722919657036,0.7028776608139881,0.4821319939193007,0.16839906578511507,,,,,
BB07,continuous,2020,20,230,0.9400246130582521,0.9781323832562958,0.3280088533600488,0.07681291498615815,,,,,
BB07,continuous,2021,20,161,-0.3624821591582462,-0.1909079717187881,0.8485976945143185,0.049342918783880946,,,,,
VB01,binary,2018,1,227,0.00081892141464763,0.5770889563439384,0.5638793642736545,0.055790082805001015,74.0,153.0,0.001305138155412657,0.00048621674076502856,0.0008189214146476285
VB01,binary,2019,1,228,0.0004990221387830027,0.33889937942077547,0.73468553196044,-0.020878298598174735,85.0,143.0,6.701430799947287e-05,-0.00043200783078353093,0.0004990221387830038
VB01,binary,2020,1,230,-0.0021069095451005516,-1.5399950917561105,0.1235615498374983,-0.12401745260500324,80.0,150.0,-0.0009374491039330704,0.0011694604411674825,-0.002106909545100553
VB01,binary,2021,1,180,-0.0008594599311313401,-1.1857696584442634,0.2357132768641499,-0.09404481048311408,79.0,101.0,-0.00011983893654897841,0.0007396209945823618,-0.0008594599311313401
VB01,binary,2018,3,227,-0.006173292147316314,-1.0004171018967087,0.3171086970632361,-0.09121463409763661,74.0,153.0,-0.001800700125205504,0.004372592022110802,-0.006173292147316305
VB01,binary,2019,3,228,0.008921135117423035,1.3076835382904441,0.19098066909076228,0.045959819026345036,85.0,143.0,0.006249401771276776,-0.0026717333461462713,0.008921135117423047
VB01,binary,2020,3,230,-0.006934759087964716,-1.1529543666729134,0.24892911529321893,-0.06269618446550053,80.0,150.0,-0.0019100383108141313,0.0050247207771505886,-0.00693475908796472
VB01,binary,2021,3,178,0.000741413015191255,0.25690480451821013,0.7972522615669102,-0.07646446386575624,78.0,100.0,0.0012743847051242669,0.0005329716899330128,0.0007414130151912541
VB01,binary,2018,5,227,0.0005800765915732167,0.0934667520948512,0.9255327620230535,-0.005019673260090066,74.0,153.0,0.004489390834803072,0.003909314243229853,0.0005800765915732198
VB01,binary,2019,5,228,0.006013416214553259,0.8972192183881266,0.3696019520815278,0.0580871475850208,85.0,143.0,0.004618884352855944,-0.0013945318616973219,0.006013416214553266
VB01,binary,2020,5,230,-0.011488085381637784,-1.6167190113997278,0.10593894824499522,-0.06462106732189747,80.0,150.0,-0.0028387104766352824,0.008649374905002517,-0.0114880853816378
VB01,binary,2021,5,176,-0.0004734336294426643,-0.15556245783177328,0.8763779189137973,-0.06163690403759647,76.0,100.0,0.0006248121461721352,0.0010982457756148012,-0.00047343362944266595
VB01,binary,2018,10,227,0.005615145527423612,0.9300041515923316,0.3523689349616802,0.030978554976555835,74.0,153.0,0.009207941057281907,0.0035927955298583,0.005615145527423608
VB01,binary,2019,10,228,0.00477738002643743,0.7260833852035826,0.4677876538528217,0.0400339652988103,85.0,143.0,0.004006287770896573,-0.0007710922555408604,0.004777380026437433
VB01,binary,2020,10,230,-0.0025652915100522304,-0.27423807194533883,0.7839016720143698,-0.03574782447594328,80.0,150.0,0.0075956922096233085,0.010160983719675538,-0.0025652915100522295
VB01,binary,2021,10,171,-0.004380638452120774,-1.48973259549603,0.1362945604420302,-0.12935924643726465,74.0,97.0,-0.00040671244388221304,0.003973926008238559,-0.004380638452120772
VB01,binary,2018,20,227,-0.01570423235900014,-2.378513267040522,0.017382611394329364,-0.14686129766663505,74.0,153.0,-0.0004749200650183799,0.015229312293981747,-0.015704232359000127
VB01,binary,2019,20,228,-0.002061300040436208,-0.22199568978054143,0.8243172386808875,-0.026252910118496946,85.0,143.0,-0.003283640472831917,-0.0012223404323957099,-0.0020613000404362068
VB01,binary,2020,20,230,-0.003849520550288496,-0.49897225878708346,0.6177989273831443,-0.018011403870571426,80.0,150.0,0.015956549292425237,0.019806069842713735,-0.0038495205502884974
VB01,binary,2021,20,161,-0.001212983784303958,-0.3814380016335192,0.7028782673429057,-0.08306452181503593,68.0,93.0,0.0036590350162201283,0.004872018800524086,-0.0012129837843039577
VB02,binary,2018,1,227,0.0008828418637164812,0.5389686966559262,0.5899084542996524,0.04897016767248728,126.0,101.0,0.001145984198559253,0.00026314233484277347,0.0008828418637164796
VB02,binary,2019,1,228,0.0003222490567253149,0.22810476912208127,0.8195647926022469,-0.010287689083787672,106.0,122.0,-7.353736272632155e-05,-0.0003957864194516364,0.00032224905672531486
VB02,binary,2020,1,230,0.0004205814504341565,0.29038071936613463,0.7715249922778138,0.02407775768312346,126.0,104.0,0.000626798298720126,0.00020621684828596977,0.0004205814504341563
VB02,binary,2021,1,180,-0.0009138867983032122,-1.148279192974559,0.2508533258285912,-0.10179891991643278,96.0,84.0,-6.406692551122588e-05,0.0008498198727919872,-0.0009138867983032131
VB02,binary,2018,3,227,0.006879634432056346,1.1343666926952531,0.2566407643380103,0.06669141619485146,126.0,101.0,0.005421135893195759,-0.0014584985388605975,0.006879634432056357
VB02,binary,2019,3,228,-0.009179004955465135,-1.3291814602259115,0.18378811014369079,-0.05036959460503834,106.0,122.0,-0.0042574443969611315,0.00492156055850401,-0.009179004955465142
VB02,binary,2020,3,230,0.007092247435024499,0.9945928021782474,0.31993434966631207,0.034735125837948605,126.0,104.0,0.005819559934565245,-0.0012726875004592604,0.0070922474350245054
VB02,binary,2021,3,178,0.001954057649477436,0.585578604936801,0.5581587294313112,0.011186780268919987,96.0,82.0,0.0017580444002817074,-0.00019601324919572938,0.0019540576494774366
VB02,binary,2018,5,227,0.0010093790865948076,0.1337889741178957,0.893569446187654,0.0006763835313879459,126.0,101.0,0.004547521095751855,0.0035381420091570403,0.0010093790865948146
VB02,binary,2019,5,228,-0.015426591092572514,-1.7192805695026598,0.08556329624482487,-0.07949577928381382,106.0,122.0,-0.0074072675417710876,0.008019323550801422,-0.015426591092572509
VB02,binary,2020,5,230,-0.0003256081792313651,-0.03439108584709671,0.9725652917320988,-0.013946679313721788,126.0,104.0,0.004506287595563012,0.004831895774794376,-0.0003256081792313639
VB02,binary,2021,5,176,-0.002402966523085702,-0.5826646205531383,0.5601190945358416,-0.08467314786477532,96.0,80.0,-0.0001984489839562155,0.0022045175391294885,-0.002402966523085704
VB02,binary,2018,10,227,-0.0008040028483796044,-0.09674617582783866,0.9229279687889399,-0.01975039911652802,126.0,101.0,0.005065555359563178,0.005869558207942778,-0.0008040028483795999
VB02,binary,2019,10,228,-0.007785043891731109,-0.62258397121541,0.5335579470600589,-0.05183926447415087,106.0,122.0,-0.0031557328368742536,0.0046293110548568574,-0.007785043891731111
VB02,binary,2020,10,230,-0.019096169121987378,-1.5697491987730792,0.11647347043085804,-0.1605183845541564,126.0,104.0,0.000633918895802201,0.0197300880177896,-0.0190961691219874
VB02,binary,2021,10,171,0.005807766848740515,1.469705645733509,0.14164149300091133,0.09812451259823012,96.0,75.0,0.004625477284253773,-0.0011822895644867425,0.005807766848740515
VB02,binary,2018,20,227,-0.011796467084222459,-1.3783703958470346,0.16808895874629382,-0.13054202155787356,126.0,101.0,0.004861222557979648,0.016657689642202097,-0.01179646708422245
VB02,binary,2019,20,228,-0.0005911026739139624,-0.05335842897098263,0.9574463268755673,0.014563092339387742,106.0,122.0,-0.0023070993343894835,-0.0017159966604755241,-0.0005911026739139594
VB02,binary,2020,20,230,-0.006387403791887051,-0.8486892415097554,0.396054234248737,-0.09512687871529106,126.0,104.0,0.015578888806281851,0.021966292598168905,-0.006387403791887054
VB02,binary,2021,20,161,0.002064466029414312,0.5612438274985738,0.5746313290629612,-0.0035046670104475586,91.0,70.0,0.005257296593855345,0.0031928305644410323,0.0020644660294143126
VB03,binary,2018,1,227,0.0027862980496300657,0.8102348614360079,0.41780520483950845,0.058698608366582916,8.0,219.0,0.0034412804304254224,0.0006549823807953545,0.002786298049630068
VB03,binary,2019,1,228,0.00510924250000393,0.6808926965694762,0.4959393897029106,0.014212287353730915,4.0,224.0,0.004773637791135044,-0.0003356047088688835,0.005109242500003927
VB03,binary,2020,1,230,0.007518379365064963,2.191014849867185,0.028450717857271785,0.11020602989853419,4.0,226.0,0.007824247279848512,0.00030586791478355173,0.00751837936506496
VB03,binary,2018,3,227,0.04349644829545227,2.0179208117435707,0.04359950919238608,0.13890788687992603,8.0,219.0,0.044323686990404385,0.0008272386949521015,0.04349644829545228
VB03,binary,2019,3,228,-0.015665892584496594,-0.5290459301960906,0.5967735883710141,-0.02740941132505248,4.0,224.0,-0.014736923933629936,0.000928968650866647,-0.015665892584496584
VB03,binary,2020,3,230,0.001411877457054051,0.14482882417724138,0.8848460237514035,0.006512174494004292,4.0,226.0,0.003999953726094241,0.0025880762690401807,0.0014118774570540601
VB03,binary,2018,5,227,0.04658257629340376,2.938039964365063,0.00330294443614872,0.17682500035896095,8.0,219.0,0.04903931369711463,0.0024567374037108573,0.046582576293403774
VB03,binary,2019,5,228,0.00806356013615741,0.8831217523345007,0.37717049259787183,0.04111411698757872,4.0,224.0,0.008769406071356567,0.0007058459351991607,0.008063560136157406
VB03,binary,2020,5,230,0.002911898772527278,0.22108317076541156,0.8250276738372084,0.007013110993543083,4.0,226.0,0.0075147761748292075,0.004602877402301938,0.002911898772527269
VB03,binary,2018,10,227,0.03811532043993193,2.017361557343637,0.04365779596486687,0.121407680658833,8.0,219.0,0.042195332734151006,0.0040800122942190545,0.03811532043993195
VB03,binary,2019,10,228,-0.0261269804010922,-0.834407628521795,0.4040513199513104,-0.0436520254436021,4.0,224.0,-0.024658663780091156,0.001468316621001028,-0.026126980401092185
VB03,binary,2020,10,230,-0.04043402521652872,-1.803731973780517,0.07127333458009372,-0.09317418891421526,4.0,226.0,-0.030462116366149067,0.009971908850379612,-0.04043402521652868
VB03,binary,2018,20,227,-0.0040586321501411724,-0.21829556700044725,0.8271988282010085,-0.03755252584942883,8.0,219.0,0.006194274252365309,0.010252906402506503,-0.004058632150141194
VB03,binary,2019,20,228,-0.0038966671525100093,-0.14107752029879791,0.8878087022245089,0.02385633948661975,4.0,224.0,-0.0058191121236207954,-0.001922444971110786,-0.0038966671525100093
VB03,binary,2020,20,230,-0.005082222439006957,-0.3295494929593893,0.741740391141336,-0.01452715848662496,4.0,226.0,0.01347327021124134,0.01855549265024829,-0.00508222243900695
VB04,binary,2018,1,227,-0.002328280984135859,-1.5218354098635578,0.12805032653246598,-0.06037038394875334,95.0,132.0,-0.0006007123571292849,0.0017275686270065763,-0.002328280984135861
VB04,binary,2019,1,228,0.0031160165879885217,2.100415677854318,0.035692291068104134,0.12304702801720487,78.0,150.0,0.0018040420376148614,-0.0013119745503736594,0.003116016587988521
VB04,binary,2020,1,230,0.0006888857483341625,0.46993949779617705,0.6383982440185518,0.06340689012052915,130.0,100.0,0.000736137881277796,4.725213294363262e-05,0.0006888857483341634
VB04,binary,2021,1,180,0.0005948165911257306,0.8184595345520249,0.41309483902967314,0.04823310625295325,73.0,107.0,0.0007159989984216802,0.00012118240729594936,0.0005948165911257308
VB04,binary,2018,3,227,-0.0003223774374515935,-0.052565829909883156,0.958077843093995,0.0034069065433833716,95.0,132.0,0.0021726914025292335,0.002495068839980819,-0.00032237743745158537
VB04,binary,2019,3,228,0.01294470564843857,1.63614580906829,0.10180907480599083,0.10141547286349534,78.0,150.0,0.009170382146164007,-0.003774323502274556,0.012944705648438564
VB04,binary,2020,3,230,0.00531180457585885,0.9911005499707323,0.3216364844847013,0.10316829413361098,130.0,100.0,0.004922110909971059,-0.0003896936658877992,0.005311804575858858
VB04,binary,2021,3,178,0.0029675505224406725,1.084787999798519,0.2780155616523955,0.04545845875366712,73.0,105.0,0.0026083819148835113,-0.000359168607557164,0.002967550522440675
VB04,binary,2018,5,227,-0.0008973656061969065,-0.11306484562779098,0.9099791453550634,0.0020441439260300226,95.0,132.0,0.003576597977848474,0.004473963584045377,-0.0008973656061969032
